zh_question,top_1,top_1_sim,top_2,top_2_sim,top_3,top_3_sim,top_4,top_4_sim,top_5,top_5_sim,gpt_pick,gpt_sim
55050210,nxvrr8,0.5684,yxqm2i,0.565,fp8f3v,0.561,paejww,0.557,sqvk4e,0.5547,paejww,True
387147350,hc2oet,0.659,qfw8gp,0.644,g23hne,0.6353,quqddd,0.6245,rcricl,0.6187,rcricl,True
589716022,dby78x,0.6377,ggpfx8,0.5957,br426u,0.592,d8h6ck,0.582,kfopmy,0.5796,dby78x,True
499736390,ss52wr,0.615,kx911b,0.614,clu9os,0.6104,c337c1,0.6064,s17954,0.6055,kx911b,True
300713363,gz8fsf,0.6787,ejl31a,0.656,knwu94,0.654,qoienl,0.651,g5vu1i,0.649,ejl31a,True
429495441,exs6xv,0.637,twixml,0.606,fchmoz,0.602,f6tos3,0.5894,rau1qu,0.588,exs6xv,True
356801940,h0lxmt,0.6016,g5147r,0.5894,fs530c,0.585,duqwqy,0.5776,mg6smw,0.577,g5147r,True
524961950,u2sw5h,0.6064,i4x2uh,0.6055,p07q5s,0.6,xuy3sd,0.5977,eswgls,0.5967,u2sw5h,True
439654421,f6wpu4,0.667,fwqezq,0.652,j0pisa,0.649,f9lifc,0.648,x0vwri,0.647,fwqezq,True
301691284,p0cg8n,0.6157,cp0c35,0.596,xyzwpx,0.5957,ik636f,0.5903,czai5x,0.579,ik636f,True
333876053,skd3tn,0.586,cpyv7v,0.574,d4d7hw,0.5586,ewghzw,0.556,mdpl3l,0.5405,mdpl3l,True
26567476,ex2od6,0.613,gzjxfh,0.5894,ehrxpx,0.587,zezacu,0.578,ebw2ym,0.574,ex2od6,True
454944295,ncd0i2,0.6167,odetg6,0.565,isrjwc,0.5586,pxy860,0.558,iji50m,0.5527,ncd0i2,True
24064387,c1n3yx,0.635,l47dr5,0.614,tl8y1f,0.6094,econa1,0.6094,en9vt8,0.599,econa1,True
344361762,yf3cfy,0.5654,u5b7hr,0.5625,u3c2gu,0.5615,jubplu,0.5586,cveauy,0.5566,u3c2gu,True
405739589,memi2w,0.6694,hbkdrs,0.6455,dol9bf,0.6426,idn4dl,0.6353,d4re5k,0.631,d4re5k,True
372789402,u04vh8,0.6167,cfeuub,0.608,o4jzqv,0.593,mpnawc,0.593,cki88q,0.593,u04vh8,True
319240396,cdrgud,0.683,drmhbm,0.6465,g1xb0z,0.628,ugq4oq,0.6104,n6dmu8,0.61,cdrgud,True
24096975,lq20ta,0.632,dg46rk,0.6113,f1lp0y,0.611,eg1azn,0.6084,l7jjzq,0.608,f1lp0y,True
586463628,ddbubq,0.703,ud1vee,0.69,k4m285,0.6763,ea7fmm,0.6514,hyzpli,0.647,ea7fmm,True
50942627,cru83m,0.6426,puqrx2,0.621,rf5dvt,0.6133,v1erhg,0.603,lz06t6,0.6,puqrx2,True
354618662,ce3vru,0.601,x26ncd,0.4849,gu38en,0.4663,npekfz,0.4575,cgfh4r,0.4526,ce3vru,True
303134019,ibzf2n,0.621,xl3elz,0.5933,cczccy,0.5894,d7gj49,0.5864,hk3984,0.583,hk3984,True
329869065,frvlo0,0.6123,zqwk5g,0.607,ukcedk,0.6045,dzh8tx,0.6025,jkyg7d,0.6,frvlo0,True
24553465,mn4ge5,0.614,ct30vu,0.6,fvitlo,0.5947,tcqy2q,0.594,g7gsw7,0.593,ct30vu,True
53484699,cwvggq,0.6646,gwjwo2,0.647,dcfnvm,0.579,rrxpm1,0.5625,xyzwpx,0.5596,gwjwo2,True
364386829,z3d5gg,0.6606,fwosdv,0.6406,r6ks6k,0.6396,htu4ub,0.6333,gdx5bw,0.6313,gdx5bw,True
28135782,11s1r6g,0.6294,c5k6s6,0.5933,icbkr2,0.5884,c7zwgp,0.586,j7m0qs,0.585,11s1r6g,True
346528154,mhx6ri,0.6885,f58jnt,0.6533,qofpzy,0.6396,vj9t0f,0.637,doeosy,0.629,qofpzy,True
316609702,jwooh0,0.608,qiuph2,0.6064,z4bo4j,0.5835,f5bvt4,0.565,bz2vep,0.5625,z4bo4j,True
325116613,e1jek2,0.636,ew53xx,0.6304,dg0hkn,0.628,c072gk,0.619,dffr62,0.614,dg0hkn,True
268220245,dih707,0.6714,fvec3r,0.631,ca5njt,0.602,r84dzp,0.5996,j32jv9,0.5996,fvec3r,True
367239286,kpj428,0.614,rq368u,0.6016,pqzwal,0.5845,h9d4vu,0.5757,ebl4t2,0.5674,rq368u,True
401458153,uh0phe,0.661,w4i2mr,0.6514,qmmlyj,0.6445,czuw7n,0.6323,tb7ii2,0.632,uh0phe,True
546169731,bwu3tj,0.625,fa4ym0,0.6084,vydykv,0.6064,hnbmg3,0.6064,cmrntt,0.605,vydykv,True
370456503,mzo773,0.614,odj73i,0.611,ofbs54,0.6006,xpxvw6,0.6,suthnv,0.5757,xpxvw6,True
404082079,wevurv,0.587,boy72b,0.569,n9dt8z,0.5684,dd8kc8,0.5645,qa08yy,0.562,wevurv,True
478836832,d37er7,0.687,oq0z04,0.6724,dkbvjj,0.667,ei308m,0.6626,bl5t3y,0.6553,d37er7,True
407065098,tsds0f,0.63,eqbg0v,0.6074,sqkvic,0.5933,latk71,0.592,ixgf2t,0.585,tsds0f,True
311305615,g8t2rm,0.5693,p2f3gd,0.5425,bqq7iu,0.539,ckd5lf,0.5366,odj73i,0.535,g8t2rm,True
32260336,cmdvv5,0.648,ghyboe,0.64,ddhch3,0.6133,weh37q,0.599,ygh893,0.5986,ghyboe,True
47267036,wxm7s8,0.653,eipasj,0.615,djfb88,0.599,tslmq2,0.595,vs4iap,0.5913,tslmq2,True
34536234,nw3g72,0.625,ibvhxa,0.5396,f0vn14,0.4973,ueoxor,0.4941,jkrgtq,0.4897,nw3g72,True
360864464,x78vpn,0.641,h9d4vu,0.6313,nxvrr8,0.62,bw6gkp,0.615,sbb17d,0.6147,x78vpn,True
352988206,erpsyw,0.629,fljdwo,0.6084,rg06gj,0.5923,kdb2ov,0.58,gpgfve,0.5767,kdb2ov,True
31594851,dtjsrt,0.6416,r6m3p5,0.6377,u592pr,0.634,f4rjnj,0.6274,fuv4h4,0.6147,r6m3p5,True
346132434,egndq1,0.65,rkuh2o,0.6406,c9ukmw,0.6265,zm5lzh,0.6167,bs4tna,0.615,egndq1,True
23992715,eyd8q4,0.626,s3f35m,0.6235,nirajz,0.617,mh6k45,0.6143,ufzgxr,0.614,s3f35m,True
20316799,mu8n3v,0.7173,yf0m0b,0.715,fet3tu,0.7095,dgvrsk,0.685,uaaedn,0.6846,yf0m0b,True
25680400,nzcg7q,0.607,m36hl0,0.5947,uvyo07,0.5894,gr80mi,0.58,mo86c6,0.5776,nzcg7q,True
41453594,jku1l0,0.5713,farkjd,0.5635,elpzik,0.562,11lszxy,0.5605,pooncm,0.5586,jku1l0,True
53269555,eg9j5q,0.5503,e41ln5,0.5264,d4d7hw,0.5244,cugz0h,0.519,uc7k69,0.5146,cugz0h,True
274145892,eldea3,0.6113,qmqvvc,0.5938,gz8fsf,0.591,cx2h01,0.588,gnk06g,0.5806,eldea3,True
497886961,bvhbmq,0.6626,cr5ces,0.643,wxedr2,0.632,mve49x,0.6313,rtuwma,0.6313,rtuwma,True
307854450,gq04cx,0.6143,eoxoh2,0.6094,lvxbh9,0.603,gmnmol,0.5933,imlrp9,0.5874,gmnmol,True
439886146,ve8ftl,0.6646,tvlnc3,0.5894,ezexx7,0.5835,e5a8he,0.5806,ck56pn,0.578,ve8ftl,True
385540183,11sldug,0.6226,c27kv5,0.589,to9shz,0.5864,z3egp4,0.585,lbe1um,0.5835,lbe1um,True
414610963,f0x6da,0.6875,v6d3fp,0.68,uoeyzx,0.6646,e2okl3,0.6196,ej09zp,0.618,f0x6da,True
30010198,gffoey,0.648,v3itsp,0.633,bs4hwo,0.6216,illbsm,0.6055,nzofkx,0.6025,bs4hwo,True
20480096,eiyio1,0.693,eqbg0v,0.66,pqfvck,0.6055,qydqs0,0.575,l47dr5,0.57,pqfvck,True
34160158,epx3a5,0.6333,i9scj3,0.627,iwf53b,0.6084,mu4d0d,0.6016,j939rm,0.599,j939rm,True
38997293,ieh5al,0.6655,ytkgin,0.609,unam7f,0.5933,i0tmwh,0.5776,eqp3i0,0.576,ieh5al,True
424797235,lblt54,0.655,poyatf,0.5845,db47vc,0.583,gnh325,0.579,f7g0nf,0.576,lblt54,True
43736966,buy4lh,0.6147,c1pzv3,0.6074,ea6fgu,0.598,q6pwrl,0.588,fg8bu7,0.5874,c1pzv3,True
35831102,bq7dgq,0.6597,w0wuuc,0.6533,e02ocz,0.6406,rmcmom,0.5884,e5vdkl,0.587,e02ocz,True
20244229,bu19ax,0.585,mus7lv,0.5757,c1n3yx,0.5664,j6honn,0.5576,eqg2ge,0.5566,j6honn,True
455147399,htu4ub,0.6724,jm8w0b,0.6523,glaqnd,0.645,bmsjor,0.6445,ejuac4,0.6343,jm8w0b,True
570769967,d6ophi,0.5703,ezzgpg,0.5703,x151tl,0.5425,fp21jw,0.5415,10o2k8h,0.5317,x151tl,True
36563677,cfwb6v,0.695,i08qit,0.6743,l50vbj,0.6743,orq9jn,0.668,rxz7pb,0.665,cfwb6v,True
47596167,ewu3d2,0.6626,xwdhry,0.6597,ok4jdk,0.634,c5efgk,0.6333,d6jetf,0.624,ok4jdk,True
24877990,fvvz0l,0.677,cbn6l2,0.669,yae97u,0.6562,bcqlhs,0.6484,bmsjor,0.6445,cbn6l2,True
59024006,denvw6,0.737,memi2w,0.6787,e2a3u0,0.674,bp6tx1,0.655,f9kzg7,0.655,e2a3u0,True
317424353,illbsm,0.6265,gffoey,0.623,eef18m,0.6226,qmqvvc,0.6187,d1fe7u,0.618,illbsm,True
41677110,ddbubq,0.6274,m8kr5q,0.622,ddhch3,0.6143,uddsdw,0.6064,cu0wvw,0.5996,m8kr5q,True
281737071,bvhbmq,0.646,bzl2ue,0.622,ddhch3,0.62,gzuajj,0.6177,o0ygyh,0.6177,gzuajj,True
20730130,f05s51,0.5728,phg90x,0.5645,cczccy,0.556,tqpovr,0.5464,l47dr5,0.544,phg90x,True
510399128,xkm0c5,0.687,c1us6a,0.6807,oicgi8,0.6533,120ydx1,0.6387,ladcgp,0.6353,c1us6a,True
360033751,eqct0t,0.6284,oicgi8,0.617,hnlfgx,0.607,120ydx1,0.591,ladcgp,0.582,eqct0t,True
35369105,fvk26o,0.6606,10e8vpj,0.6494,eqkln1,0.604,ev0s0w,0.584,dmowxj,0.578,fvk26o,True
445303909,ddhch3,0.8037,fb2hrk,0.7183,bng02j,0.7163,drm114,0.6562,ujdy7l,0.651,drm114,True
393801416,nav2l6,0.63,f4rph3,0.628,se79g9,0.624,c42gx2,0.61,v8tlh6,0.6064,nav2l6,True
29869710,flrzze,0.596,dm55un,0.589,oq8kwo,0.5884,gcbspo,0.5874,g5c8ow,0.583,oq8kwo,True
372324085,e84sl6,0.5776,f2b9ma,0.565,gqwgx0,0.5645,bnvluh,0.5566,cq3pfe,0.553,gqwgx0,True
50342204,kfopmy,0.6357,deivt2,0.6357,krfpn2,0.632,lvxbh9,0.631,eh9efo,0.626,lvxbh9,True
264947957,jjyzer,0.6484,zow35s,0.6445,hv52vc,0.637,ljbf6k,0.634,sul263,0.632,ljbf6k,True
306105987,ex1t5w,0.624,rv23m9,0.6235,jh79np,0.6226,mll58a,0.618,ck5cvs,0.6064,ex1t5w,True
525287989,11ta4n5,0.642,rf5dvt,0.636,cru83m,0.62,cafio9,0.617,vb8u7b,0.615,11ta4n5,True
335519628,gdfgjj,0.644,zggcej,0.6333,fwosdv,0.631,ky9h01,0.63,u9juoe,0.6274,zggcej,True
24140782,kvdq3t,0.6406,dxymsk,0.614,k3r19k,0.6074,f441yk,0.6064,f4rjnj,0.603,kvdq3t,True
480706882,k47kga,0.6084,ownbvt,0.5996,11lszxy,0.5903,pycqu0,0.5894,iaqd6c,0.585,k47kga,True
29139064,lmd5f9,0.6196,hlbz7x,0.5957,dfk1tl,0.5938,p61py1,0.5825,y2za0x,0.582,p61py1,True
34471329,glaqnd,0.6616,htu4ub,0.6426,cllg7k,0.6206,bmsjor,0.616,eg5b4c,0.61,glaqnd,True
290597250,xcvhpo,0.669,dkrfbj,0.6655,g8n275,0.647,bzl2ue,0.641,juc907,0.641,dkrfbj,True
515392399,skx0kk,0.6343,j65q1h,0.616,dwjve7,0.6094,hwwbun,0.593,i0dyib,0.587,dwjve7,True
68000054,cshc9e,0.6665,ip0qja,0.653,jkwliz,0.651,n93x2w,0.6274,l0zn0m,0.62,ip0qja,True
349049228,s12anq,0.6035,tbc5n4,0.544,dpcs5b,0.5356,d63e7b,0.507,x04zpz,0.5044,tbc5n4,True
263618199,dmpkza,0.602,qfw8gp,0.6016,f1r7eo,0.588,rx2mrx,0.5806,d6go21,0.575,f1r7eo,True
562524801,103f0z4,0.6074,myopp6,0.5986,cabi1u,0.5747,ezwifl,0.568,ic5fwb,0.565,103f0z4,True
551671589,ddxklt,0.6396,f7j4a2,0.6274,gyog9k,0.615,swlg13,0.6143,f8q4df,0.614,gyog9k,True
24379938,jfqszo,0.628,11326t0,0.6196,tp08an,0.5513,uaoa6n,0.551,do95xw,0.5474,11326t0,True
334242082,v3itsp,0.6357,gffoey,0.63,mi2nc8,0.6133,cdtk2s,0.605,q1kipc,0.6006,cdtk2s,True
590110335,r5ablx,0.6973,n644j0,0.673,ul5um5,0.6396,xj9vji,0.639,ga3bjx,0.6343,r5ablx,True
481129142,cj0zve,0.617,lg090s,0.616,d84e5q,0.611,eogqfs,0.6025,cxikam,0.5977,cj0zve,True
285149728,dzo0xv,0.6304,vc71xj,0.6235,e9qfej,0.5874,nvkjtn,0.5806,wp6gis,0.5786,e9qfej,True
302703545,c7yuy0,0.673,chkcfd,0.657,kwikp8,0.6562,j4yvf6,0.6543,eyonx6,0.6396,chkcfd,True
28303303,hr4mpl,0.578,hkutsq,0.565,blaind,0.5547,cmfzsu,0.5454,fkapsw,0.5405,blaind,True
500546403,bwu3tj,0.7183,pj5pu1,0.7085,dp26dm,0.7,tg8961,0.6816,dw4ecm,0.6816,pj5pu1,True
519408296,czpv1t,0.61,jshztk,0.6064,dcu6hs,0.6025,ct00wg,0.601,d4v4l3,0.5986,jshztk,True
22299180,e5mjc2,0.831,kd94p0,0.665,vz1qt5,0.6494,cnuk4y,0.639,npdu7m,0.62,e5mjc2,True
356214409,c5w1wv,0.6865,d0u9af,0.682,ss52wr,0.6787,dcvcgt,0.673,iw6ove,0.673,d0u9af,True
263952090,ddhch3,0.69,bpyxcr,0.6445,x9w1vs,0.638,wxedr2,0.636,tibbh3,0.6357,x9w1vs,True
66205789,uhdlo9,0.6577,ttw6na,0.6353,ulpn04,0.6323,r3fprl,0.615,ky9h01,0.612,ky9h01,True
428026862,hten8k,0.616,cuqamg,0.612,fpnxyt,0.61,iz2bra,0.6035,o0qacv,0.602,fpnxyt,True
426097165,bll11x,0.628,11mujr1,0.6104,qydqs0,0.606,gxxt04,0.606,jnrajh,0.5986,gxxt04,True
429375195,ddi97w,0.638,mzypbr,0.6177,hswq3f,0.6157,dyfwc9,0.6123,x9oqcx,0.6123,x9oqcx,True
448786314,wsw3yo,0.596,hyjh93,0.5938,fckdya,0.5933,cauv2r,0.592,ttw6na,0.591,cauv2r,True
34230621,br426u,0.7144,fo3crx,0.6445,dg34a7,0.6426,dsoxsv,0.631,hten8k,0.6104,dg34a7,True
19602249,l47dr5,0.639,vwxmgf,0.6133,eyn295,0.6025,bl4351,0.6025,pr5z1s,0.601,vwxmgf,True
35953016,mzypbr,0.6646,cdaqy0,0.5938,dmincl,0.5913,pk9tbg,0.585,eth5qz,0.581,pk9tbg,True
381143046,j0pisa,0.569,emalu3,0.5435,f9v8r3,0.5264,t25hd6,0.5234,bscsho,0.519,bscsho,True
391587595,q8blwe,0.65,pkdab5,0.649,hpby1m,0.6475,fcbr18,0.6333,jutduc,0.6294,pkdab5,True
36539183,tcqy2q,0.641,kfopmy,0.629,gzym35,0.622,ejl0gf,0.6196,cqad7h,0.6196,gzym35,True
19761485,wjmz4p,0.6924,sul263,0.6846,cczccy,0.6675,ehnq2z,0.664,w0bx7o,0.663,ehnq2z,True
519240627,hnlfgx,0.556,had8pd,0.5215,eou68x,0.521,o0qacv,0.5195,gz8fsf,0.519,eou68x,True
309370042,mtrhz8,0.664,f6iem1,0.655,cursdy,0.6533,eqkln1,0.639,rzeky2,0.6377,cursdy,True
36118727,cb1cgk,0.6406,cgtjrh,0.6353,11fhih0,0.6025,cmfs45,0.6016,gl6sr4,0.601,cb1cgk,True
385801450,d2gut0,0.653,kc5use,0.6523,c3b1w5,0.6396,qkslmn,0.6245,njl0b8,0.6206,d2gut0,True
20086587,kz7c5z,0.5986,elam1o,0.5957,g1xyfe,0.585,hu3rrl,0.5605,de3lgp,0.553,kz7c5z,True
46293650,o65at6,0.5713,pbw1xc,0.561,extz1y,0.558,hqicfz,0.5576,dveqp2,0.5566,extz1y,True
50536485,uflavn,0.672,in8a8e,0.618,t6km3j,0.614,ej7nsb,0.5996,gz8fsf,0.5894,in8a8e,True
403805322,v5csal,0.693,xjh8p2,0.668,suvuoi,0.6533,r8g1v4,0.6475,s1e5n9,0.642,xjh8p2,True
388395829,uyhrpg,0.702,ld0uua,0.695,g6y19v,0.679,e357ni,0.6777,c29ddc,0.677,e357ni,True
574862573,g23hne,0.631,ey0wzt,0.6284,tjjoca,0.6265,pr5z1s,0.6265,pa4zbi,0.6226,ey0wzt,True
38518897,epdfau,0.643,moflqj,0.629,dj10t4,0.6206,go328y,0.62,d9rz64,0.618,go328y,True
309323393,lytynp,0.686,cm71u0,0.6826,ea4sjk,0.6523,dw4ecm,0.6475,e762kf,0.646,cm71u0,True
295806491,qarcft,0.6343,c8j6eh,0.61,10rp1ui,0.606,q65i5z,0.603,cggmn5,0.5986,q65i5z,True
37068165,fp21jw,0.6323,qxxdah,0.5757,dougeu,0.57,hm62v2,0.57,jz3uw5,0.565,fp21jw,True
350641692,yf6j25,0.5474,pknlpq,0.5386,il86cz,0.5293,eokel6,0.5273,bylcqc,0.516,pknlpq,True
425507327,oy2866,0.581,cqvlgh,0.558,mzypbr,0.5464,unsnwt,0.5435,l47dr5,0.5347,cqvlgh,True
39571669,clzmkj,0.613,gy71xw,0.595,f7j4a2,0.5947,d3f5ez,0.5947,oo31iw,0.591,oo31iw,True
26740997,panc3i,0.6553,ic14dm,0.603,paai3y,0.587,bzl2ue,0.587,hnxngh,0.578,panc3i,True
428399689,mf7pjs,0.6323,epx3a5,0.6255,ohpeuj,0.6206,mpexlw,0.6187,jt21f1,0.616,ohpeuj,True
28434997,dvfxze,0.668,jh79np,0.6646,mnty21,0.6543,bq91fr,0.6323,xo54iu,0.6226,mnty21,True
385861309,w4i2mr,0.629,kg2a8m,0.624,czuw7n,0.6216,cowmxc,0.621,dmpm2e,0.619,kg2a8m,True
54748213,e2f13o,0.662,kxlmic,0.651,ermfeu,0.622,cquza8,0.618,buveas,0.6055,ermfeu,True
411990179,de3lgp,0.572,csrovt,0.568,ob8lnn,0.5376,kpmsoq,0.537,iu7sz5,0.5254,iu7sz5,True
389970759,cveauy,0.6445,bn09qi,0.6216,pp7p9c,0.614,x9tbe2,0.5845,dw06n7,0.5825,bn09qi,True
550799456,moflqj,0.5894,v6klrj,0.5757,iltq1m,0.5684,hzso4m,0.568,rszpln,0.568,v6klrj,True
456635520,d7migf,0.641,110yk8g,0.632,ck2rom,0.6187,bwitv1,0.615,bmyqwg,0.6143,bwitv1,True
19946750,eg10cw,0.6284,x2cbro,0.6035,duv6k8,0.5835,mvu5iq,0.577,dy264r,0.576,dy264r,True
438387971,csn8hg,0.6094,fg7daa,0.6055,k701m9,0.605,pj9hk8,0.6035,qwy69e,0.598,qwy69e,True
328053725,q8blwe,0.683,l47dr5,0.6465,io4cct,0.635,csd5le,0.6133,k00c9x,0.6123,q8blwe,True
529965456,cm3lok,0.6587,lr7m82,0.6455,ch7hcf,0.6333,hrsqse,0.63,fdlba6,0.6294,lr7m82,True
580990157,tg8961,0.646,dsos8q,0.634,ikyyzx,0.6147,new649,0.6147,er8odz,0.614,er8odz,True
335778479,10np32c,0.596,wxedr2,0.5786,iobfj8,0.561,bqtn1t,0.561,xcvhpo,0.557,10np32c,True
22394845,gz8fsf,0.6387,njydx1,0.627,pggtpj,0.6,mzypbr,0.5903,g16rtn,0.5776,pggtpj,True
22739801,qsl4n8,0.5586,uddsdw,0.5557,oh7a7e,0.542,ef30nm,0.5415,e6tsbw,0.529,e6tsbw,True
523987284,nhow7k,0.631,ow4702,0.6304,ra1sfk,0.6255,iea2ht,0.616,um9019,0.6143,um9019,True
401573111,dg1tca,0.5923,kyi4mh,0.5923,tg23gn,0.5835,el9yas,0.579,u2hk1q,0.577,tg23gn,True
402544917,p4fnbk,0.697,mi2nc8,0.673,q1kipc,0.6475,r04nla,0.6367,d1fe7u,0.6226,mi2nc8,True
40038242,cagl7w,0.6294,xuw9s8,0.5728,lm466t,0.5664,vjhh6l,0.565,l47dr5,0.5645,xuw9s8,True
22892980,xwdhry,0.601,cjk438,0.5903,vi67ja,0.586,cyc7ix,0.576,kkuagv,0.5757,kkuagv,True
46517056,cnukdl,0.622,t15w33,0.6123,w0wuuc,0.5845,jfei5s,0.5605,xknecw,0.56,t15w33,True
53783350,q2jirj,0.714,bre4dr,0.6426,f7bwj9,0.6387,cfxiu2,0.6353,ep1mpn,0.634,q2jirj,True
355822258,sbb17d,0.584,d43gyt,0.5835,pmyu6r,0.582,eq9lvs,0.5728,l47dr5,0.5674,d43gyt,True
412812541,bvhbmq,0.607,bvm7fi,0.603,paai3y,0.6,hn9ndp,0.593,bzl2ue,0.592,bvm7fi,True
308014584,kcgv26,0.7046,jofv7u,0.6304,coafcu,0.6294,10l1dv1,0.6196,f2caa6,0.6167,10l1dv1,True
265219374,llsxk2,0.628,cby5l3,0.6255,du3vb3,0.6187,pzed51,0.615,f3h3qv,0.6123,llsxk2,True
49258555,dlhwlg,0.5024,u7kzux,0.5015,lqtgy5,0.4934,glheos,0.488,kpzrxu,0.4875,u7kzux,True
286973593,blp4ve,0.6406,11bh8u7,0.624,hnx5t7,0.623,j7j44w,0.62,vq7h2j,0.6196,hnx5t7,True
388765727,nlc9l1,0.569,rz7v3f,0.565,tg8961,0.563,p0cayp,0.5625,lj03ub,0.5605,lj03ub,True
384024313,cyc7ix,0.591,nalh69,0.5825,ixbb1a,0.5654,ewhsw0,0.563,tju0m6,0.56,ixbb1a,True
62705051,bvhbmq,0.6313,ee4hsh,0.6245,o0ygyh,0.621,bzl2ue,0.604,cneurp,0.595,o0ygyh,True
65608986,ttw6na,0.7407,ygngwd,0.7188,f7bijr,0.6885,uub3qt,0.6855,e83oj1,0.6855,ttw6na,True
31393443,hwwbun,0.5854,skx0kk,0.581,j65q1h,0.5767,g1z2f1,0.569,11we6jo,0.564,skx0kk,True
422673097,pe176g,0.601,sbb17d,0.5747,hc2oet,0.571,dn68yv,0.559,cu0wvw,0.558,pe176g,True
56372776,hjyzpt,0.639,cda3jc,0.6245,dgya96,0.62,rawzn6,0.605,cu1j3f,0.6045,cu1j3f,True
52618754,nodkum,0.6436,dy08tk,0.635,nalh69,0.629,hzmm3w,0.6196,i1yfl4,0.6187,hzmm3w,True
313751432,fiy6fa,0.5845,lf4td2,0.557,erpsyw,0.557,elam1o,0.539,c4b88v,0.532,lf4td2,True
63950023,eort8l,0.5503,j4zbhr,0.5205,ul28pt,0.52,gnkeq0,0.5195,d958ak,0.515,ul28pt,True
441524510,qbhe1q,0.6987,w6j9tr,0.6753,v7as5x,0.6562,mspvry,0.6553,coargb,0.647,coargb,True
33430426,qu5bqr,0.6006,js3bi2,0.5977,cnn55h,0.5957,ueq15p,0.594,d9u9kz,0.5933,js3bi2,True
340909070,j8rtig,0.624,pwo8uz,0.593,fztrni,0.5845,yf6j25,0.5786,hykgau,0.5767,j8rtig,True
52776604,mh6k45,0.6226,eguftr,0.62,l1pybm,0.617,114b6ke,0.6133,su1xu3,0.608,eguftr,True
585738621,l30h77,0.5728,kfopmy,0.571,cozjt8,0.566,cubdgb,0.564,j519vb,0.561,cozjt8,True
520862267,p0o819,0.678,rwbw0h,0.676,ex16mo,0.6533,eaewjl,0.648,clgtnu,0.647,p0o819,True
546732904,j3m21d,0.626,xzh4u9,0.618,11a8xoz,0.611,c7vb4j,0.608,g9dszb,0.608,11a8xoz,True
331256458,trjds6,0.6924,cf2mc5,0.6865,gz8fsf,0.6694,c3xpfx,0.6636,jkricl,0.663,cf2mc5,True
387319815,p924n6,0.5674,s8ebpy,0.5674,mk0kx1,0.5503,nyftye,0.549,oh6wtx,0.547,s8ebpy,True
596875731,ej7mih,0.643,kyvdt3,0.6157,cgogy6,0.607,127xz13,0.574,v1r11c,0.574,ej7mih,True
476399428,el2gfr,0.661,cchp6o,0.651,fgfklb,0.6484,kjfk0y,0.6465,10axysz,0.6465,fgfklb,True
348988674,njydx1,0.6963,qugg1e,0.621,mzypbr,0.618,f4jdj3,0.618,dmincl,0.613,njydx1,True
504786521,df6fdo,0.652,get9xf,0.6436,l1xqjs,0.5806,kiuoc4,0.5674,c1tdru,0.566,df6fdo,True
27798447,jdeztm,0.6562,ga3bjx,0.6313,gkpeqs,0.6304,11xcv61,0.6304,eg5b4c,0.6265,ga3bjx,True
436225279,p65gwm,0.6753,okunba,0.674,fet3tu,0.67,ku3su9,0.66,jjint1,0.66,okunba,True
43692287,boq9gj,0.5415,g585l4,0.532,g8wvva,0.5117,iaqd6c,0.502,gtv931,0.5,boq9gj,True
19684105,p33rnb,0.657,js7nam,0.6216,dzgshh,0.617,bvfz1v,0.6094,xps6n2,0.6084,p33rnb,True
453763789,w6j9tr,0.616,xzh4u9,0.579,dexmyw,0.5605,cxqcke,0.559,m1npec,0.554,m1npec,True
30173526,gffoey,0.6465,v3itsp,0.634,cybnyh,0.626,z3d5gg,0.62,cxf862,0.6177,z3d5gg,True
25334605,wmnxvo,0.6523,eef18m,0.6436,x2cbro,0.6323,z8ai5x,0.625,m065os,0.617,wmnxvo,True
23746420,cybnyh,0.643,gffoey,0.6304,dl3bci,0.6235,dhx5fy,0.623,gfphdj,0.6196,cybnyh,True
35755925,cxsle7,0.639,mdjkhc,0.5957,hgseh4,0.549,iij6a3,0.5444,tij35h,0.54,cxsle7,True
512155685,dv4lw1,0.616,jh79np,0.585,10o81nv,0.5835,gw0gto,0.553,bmnmm2,0.5513,dv4lw1,True
373820579,xp76vr,0.647,kfopmy,0.6274,oi2dq7,0.618,gy71xw,0.614,euy7f8,0.6113,gy71xw,True
65517405,hs59tz,0.6484,fuv4h4,0.6255,enn3b0,0.6074,f8jfts,0.597,nsan6j,0.597,fuv4h4,True
58963758,u6xq8c,0.669,d0097a,0.64,gzh2xe,0.6074,eqkln1,0.589,hobc7m,0.5884,hobc7m,True
41422526,casx7s,0.7026,eg3poq,0.622,l50vbj,0.6157,ogqr83,0.6094,ehrxpx,0.608,l50vbj,True
39467698,uqnazl,0.642,meg967,0.6396,107dykj,0.6377,f428le,0.622,c9sofn,0.6167,meg967,True
40070086,dd61hq,0.6143,jmfibd,0.6016,dm9sx7,0.5986,c1o0yx,0.5967,j552qq,0.5957,j552qq,True
482316275,wftmzs,0.6006,j4ec30,0.5986,jcy229,0.587,uqnazl,0.5854,cl15g4,0.5776,cl15g4,True
22785060,cuvk5r,0.671,ca7ln4,0.619,bnu36s,0.618,e3g5ks,0.6167,enunil,0.611,enunil,True
42856134,wxm7s8,0.6006,s1cge1,0.5933,g2p721,0.5933,eipasj,0.5913,ggg9sv,0.591,ggg9sv,True
316170704,elxmzd,0.645,dxi82t,0.631,mqg0ie,0.625,vj9t0f,0.6235,dzh8tx,0.6177,elxmzd,True
